Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Trinidad and Tobago,TTO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.824,47.085,47.088,47.906,48.687,50.629,50.824,51.006,50.545,50.94,50.543,51.44,53.094,55.217,56.948,57.864,56.474,57.397,55.939,54.399,53.452,56.314,56.287,57.327,55.642,56.151,55.903,55.57,55.329,53.977,54.161,53.565
Tunisia,TUN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.837,24.059,24.322,24.603,24.904,25.213,25.53,25.531,25.531,25.528,25.522,25.516,25.515,25.522,25.539,26.424,26.59,27.039,27.173,27.15,27.339,28.447,28.313,28.611,28.915,29.595,29.618,29.702,29.799,28.49,29.077,29.946
Turkiye,TUR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.327,34.689,28.505,33.128,32.646,32.228,30.368,30.681,31.317,27.955,28.503,29.473,28.136,24.75,24.813,24.694,24.81,25.81,27.488,29.288,30.696,31.484,32.97,33.088,34.409,35.652,36.979,37.734,38.15,34.483,36.741,39.434
Tuvalu,TUV,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.198,86.193,86.179,86.152,86.143,86.14,86.147,86.153,86.162,86.165,86.164,86.664,87.15,87.622,88.079,88.522,87.775,86.997,86.193,85.358,84.484,83.572,82.618,81.616,81.064,80.519,79.975,79.432,78.896,77.57,77.561,78.305
Uganda,UGA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.276,63.453,63.627,63.802,63.985,64.165,64.339,64.508,64.668,64.826,64.98,65.129,65.273,65.416,65.558,65.701,65.844,65.988,66.136,66.29,66.45,66.617,66.922,67.235,67.552,67.869,68.187,68.291,68.409,67.764,68.474,68.445
Ukraine,UKR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.907,66.046,66.183,66.313,66.399,66.411,66.291,66.027,65.679,65.486,65.505,65.753,66.097,66.37,66.541,66.617,66.74,66.138,65.493,64.828,64.271,63.902,63.6,63.441,63.361,63.277,63.201,63.086,63.003,61.961,61.756,
Upper middle income,UMC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.91949596,66.83622385,66.41219501,66.46176512,66.43187555,66.14455072,65.99042692,65.91878665,66.08051101,65.88861727,65.44912128,65.14403311,64.84259676,64.57919881,64.31047354,64.02660054,64.09689677,63.72825617,63.4242273,62.86852827,63.02976375,63.10861748,62.8650567,62.78623673,62.97873965,63.10813921,63.24661993,63.45578047,63.72108395,61.93276428,63.5716316,63.88369573
Uruguay,URY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.768,53.029,52.049,54.053,55.631,56.675,58.204,59.731,59.015,59.87,62.58,60.991,60.88,60.3,61.528,63.381,65.353,66.281,67.151,67.059,69.475,69.235,68.102,69.68,69.174,69.163,69.068,68.946,69.528,67.745,70.011,69.745
United States,USA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.393,67.025,67.233,68.146,68.466,68.83,69.463,69.38,69.427,69.396,69.065,68.701,68.307,67.853,67.893,67.987,67.739,67.954,67.687,67.08,66.519,66.359,65.951,65.9,65.706,66.08,66.682,66.97,67.617,66.605,66.967,67.73
Uzbekistan,UZB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.309,50.151,50.81,51.869,52.371,52.575,52.34,52.204,52.005,51.9,51.725,51.551,51.313,50.647,49.962,49.171,48.202,47.343,46.646,46.163,45.691,45.182,44.702,44.303,43.942,43.734,43.649,43.497,43.334,42.855,43.134,43.563
St. Vincent and the Grenadines,VCT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.956,49.69,50.694,50.751,51.864,52.244,52.881,53.574,54.083,54.428,54.856,55.799,56.886,57.579,58.124,59.121,59.608,59.897,59.75,59.43,59.473,59.743,60.06,60.283,60.498,60.902,61.219,61.663,61.87,59.758,61.043,62.27
"Venezuela, RB",VEN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.298,51.772,51.484,50.908,50.894,51.22,51.243,51.624,50.811,50.555,51.311,50.681,49.343,50.361,52.565,53.253,52.926,53.007,53.336,53.094,53.252,53.152,52.797,52.445,52.1,51.778,50.282,49.264,45.972,42.261,42.772,41.595
British Virgin Islands,VGB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.14,69.409,74.079,69.676,65.33,61.178,60.735,60.309,59.055,60.394,63.104,62.331,60.991,63.228,64.61,65.249,66.227,66.057,65.478,63.582,63.449,60.872,56.861,55.967,58.207,57.972,58.741,54.867,52.106,53.169,53.525,55.541
Viet Nam,VNM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.011,80.538,80.107,79.637,79.136,78.66,76.703,76.145,76.269,74.506,75.365,74.768,74.12,73.12,74.143,75.147,76.132,76.625,77.123,77.06,77.046,77.271,78.168,78.319,78.178,77.822,77.716,77.27,77.167,74.97,74.181,74.737
Vanuatu,VUT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.466,61.48,61.626,61.189,61.293,61.277,61.064,61.096,61.19,60.933,61.348,61.925,61.808,61.718,61.535,61.139,61.116,60.915,60.894,60.994,60.97,61.098,61.268,61.256,61.427,61.296,61.056,61.037,60.992,60.419,60.917,61.166
World,WLD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.41827956,55.3706649,55.170116,55.27952767,55.26315806,55.23782754,55.26978796,55.28724943,55.43778683,55.40629916,55.15979113,54.9427096,54.80029139,54.66788054,54.6236745,54.47097199,54.40149408,54.13542955,53.95426669,53.60659765,53.4348786,53.28041249,53.1781579,53.14740119,53.22190254,53.27762386,53.3054561,53.28281064,53.36888913,52.1631883,53.10466533,53.46719322
Samoa,WSM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.23,45.376,45.263,45.53,45.259,44.969,45.019,44.98,44.94,44.679,44.442,44.34,44.246,44.157,44.088,44.088,43.92,43.925,44.13,44.137,44.013,44.185,44.216,44.234,44.103,43.865,43.875,44,43.946,43.576,43.909,44.404
Kosovo,XKX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.142,17.278,17.244,17.379,18.343,19.345,20.388,21.47,22.591,21.146,19.772,18.468,17.236,16.074,14.982,13.955,12.99,12.082,11.23,10.431,9.168,8.062,7.096,6.252,5.414,5.374,5.35,5.348,5.348,5.308,5.155,5.221
South Africa,ZAF,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.072,53.282,53.566,53.845,54.119,54.373,54.555,54.675,54.803,54.946,55.055,55.187,55.335,55.496,55.659,55.796,55.919,56.031,54.686,50.58,53.347,53.071,53.716,53.502,55.152,55.56,56.904,56.455,56.915,52.938,54.041,55.532
Zambia,ZMB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.563,51.575,51.629,51.63,51.673,51.707,51.733,51.745,51.774,51.797,51.753,51.71,51.679,51.651,51.626,51.587,51.562,51.547,51.543,51.55,51.593,51.645,51.698,51.765,51.848,51.941,52.057,52.191,52.638,54.736,54.546,52.536
Zimbabwe,ZWE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.969,61.021,61.159,61.332,61.447,61.53,61.57,61.607,61.649,61.713,61.749,61.763,61.757,61.785,61.804,61.849,61.868,61.827,61.858,61.895,61.926,61.94,61.894,61.861,61.852,61.841,61.882,61.948,61.986,61.15,61.45,61.376
